Rk,Mgr,Yrs,From,To,W,L,W-L%,Ties,G>.500,G,Wpost,Lpost,W-L%post,BestFin,WrstFin,AvRk,Ejections,Plyof App,WSwon,PennWon,ASG,,Player/Manager
425,Hans Lobert,2,1938,1942,42,111,0.275,0,-69,153,0,0,,8,8,8,3,0,0,0,0,as player,
426,Whitey Lockman,3,1972,1974,157,162,0.492,0,-5,319,0,0,,2,6,4.7,6,0,0,0,0,as player,
427,Tom Loftus,9,1884,1903,454,580,0.439,21,-126,1055,0,0,,4,8,6.1,1,0,0,0,0,as player,
428,Eddie Lopat,2,1963,1964,90,124,0.421,0,-34,214,0,0,,8,10,8.5,2,0,0,0,0,as player,
429,Davey Lopes,3,2000,2002,144,195,0.425,1,-51,340,0,0,,3,6,3.6,6,0,0,0,0,as player,
430,Al Lopez HOF,17,1951,1969,1410,1004,0.584,11,406,2425,2,8,0.2,1,8,2.4,31,2,0,2,5,as player,
431,Harry Lord,1,1915,1915,60,49,0.55,1,11,110,0,0,,6,6,6,0,0,0,0,0,as player,plyr/mgr: 1915
432,Torey Lovullo,6,2017,2022,411,459,0.472,0,-48,870,1,3,0.25,2,5,3.3,14,1,0,0,0,as player,
433,Bobby Lowe,1,1904,1904,30,44,0.405,4,-14,78,0,0,,7,7,7,0,0,0,0,0,as player,plyr/mgr: 1904
434,Frank Lucchesi,7,1970,1987,316,399,0.442,0,-83,715,0,0,,2,6,4.7,21,0,0,0,0,,
435,Harry Lumley,1,1909,1909,55,98,0.359,2,-43,155,0,0,,6,6,6,1,0,0,0,0,as player,plyr/mgr: 1909
436,Dick Lundy,11,1923,1940,303,259,0.539,12,44,574,8,13,0.381,1,8,2.7,,4,0,2,0,as player,
437,Jimmie Lyons,1,1932,1932,0,8,0,0,-8,8,0,0,,12,12,12,,0,0,0,0,as player,
438,Ted Lyons HOF,3,1946,1948,185,245,0.43,4,-60,434,0,0,,5,8,6.4,4,0,0,0,0,as player,plyr/mgr: 1946
439,Ken Macha,6,2003,2010,525,447,0.54,0,78,972,5,7,0.417,1,3,2,4,2,0,0,0,as player,
440,Connie Mack HOF,53,1894,1950,3731,3948,0.486,76,-217,7755,24,19,0.558,1,8,4.9,1,8,5,9,1,as player,plyr/mgr: 1894-1896
441,Denny Mack,1,1882,1882,42,38,0.525,0,4,80,0,0,,3,3,3,0,0,0,0,0,as player,plyr/mgr: 1882
442,Earle Mack,2,1937,1939,45,77,0.369,3,-32,125,0,0,,7,7,7,1,0,0,0,0,as player,
443,Pete Mackanin,5,2005,2017,227,291,0.438,0,-64,518,0,0,,4,6,4.7,2,0,0,0,0,as player,
444,Biz Mackey HOF,6,1937,1947,186,143,0.565,9,43,338,4,3,0.571,1,5,2.5,,1,1,1,0,as player,
445,Jimmy Macullar,1,1879,1879,5,21,0.192,1,-16,27,0,0,,7,7,7,0,0,0,0,0,as player,plyr/mgr: 1879
446,Joe Maddon,19,1996,2022,1382,1216,0.532,1,166,2599,32,35,0.478,1,5,2.7,59,8,1,2,2,,
447,Lee Magee,1,1915,1915,53,64,0.453,1,-11,118,0,0,,7,7,7,7,0,0,0,0,as player,plyr/mgr: 1915
448,Anthony Mahoney,1,1923,1923,10,24,0.294,1,-14,35,0,0,,6,6,6,,0,0,0,0,as player,
449,Dave Malarcher,7,1926,1934,263,156,0.628,9,107,428,26,19,0.578,1,7,2.2,,4,2,3,0,as player,
450,Fergy Malone,3,1873,1884,47,66,0.416,0,-19,113,0,0,,2,8,6.5,0,0,0,0,0,as player,plyr/mgr: 1873-1884
451,Jack Manning,1,1877,1877,7,12,0.368,1,-5,20,0,0,,6,6,6,0,0,0,0,0,as player,plyr/mgr: 1877
452,Jim Manning,1,1901,1901,61,72,0.459,5,-11,138,0,0,,6,6,6,0,0,0,0,0,as player,
453,Charlie Manuel,12,2000,2013,1000,826,0.548,0,174,1826,29,22,0.569,1,4,1.7,52,6,1,2,2,as player,
454,Jerry Manuel,9,1998,2010,704,684,0.507,2,20,1390,0,3,0,1,4,2.5,30,1,0,0,0,as player,
455,Rabbit Maranville HOF,1,1925,1925,23,30,0.434,0,-7,53,0,0,,8,8,8,1,0,0,0,0,as player,plyr/mgr: 1925
456,Marty Marion,6,1951,1956,356,372,0.489,3,-16,731,0,0,,3,8,4.6,10,0,0,0,0,as player,plyr/mgr: 1952-1953
457,Oliver Marmol,1,2022,2022,93,69,0.574,0,24,162,0,2,0,1,1,1,3,1,0,0,0,,
458,Jim Marshall,4,1974,1979,229,326,0.413,0,-97,555,0,0,,4,7,5.7,6,0,0,0,0,as player,
459,Billy Martin,16,1969,1988,1253,1013,0.553,1,240,2267,15,19,0.441,1,6,2.3,48,5,1,2,3,as player,
460,Buck Martinez,2,2001,2002,100,115,0.465,0,-15,215,0,0,,3,3,3,2,0,0,0,0,as player,
461,Dave Martinez,5,2018,2022,321,387,0.453,0,-66,708,12,5,0.706,2,5,3.5,10,1,1,1,0,as player,
462,Marty Martinez,1,1986,1986,0,1,0,0,-1,1,0,0,,7,7,7,0,0,0,0,0,as player,
463,Charlie Mason,1,1887,1887,38,40,0.487,4,-2,82,0,0,,5,5,5,0,0,0,0,0,as player,
464,Mike Matheny,10,2012,2022,756,693,0.522,0,63,1449,21,22,0.488,1,5,2.5,20,4,0,1,1,as player,
465,Eddie Mathews HOF,3,1972,1974,149,161,0.481,1,-12,311,0,0,,3,5,4.2,6,0,0,0,0,as player,
466,Christy Mathewson HOF,3,1916,1918,164,176,0.482,5,-12,345,0,0,,3,7,4.3,0,0,0,0,0,as player,plyr/mgr: 1916
467,Bobby Mattick,2,1980,1981,104,164,0.388,0,-60,268,0,0,,7,7,7,7,0,0,0,0,as player,
468,Don Mattingly,12,2011,2022,889,950,0.483,0,-61,1839,10,14,0.417,1,5,2.8,38,4,0,0,0,as player,
469,Gene Mauch,26,1960,1987,1902,2037,0.483,3,-135,3942,5,7,0.417,1,8,4.6,54,2,0,0,1,as player,
470,Lee Mazzilli,2,2004,2005,129,140,0.48,0,-11,269,0,0,,3,4,3.4,2,0,0,0,0,as player,
471,Jimmy McAleer,11,1901,1911,735,889,0.453,34,-154,1658,0,0,,2,8,5.9,6,0,0,0,0,as player,plyr/mgr: 1901-1907
472,Dick McBride,5,1871,1875,161,84,0.657,6,77,251,0,0,,1,4,2.5,0,0,0,1,0,as player,plyr/mgr: 1871-1875
473,George McBride,1,1921,1921,80,73,0.523,1,7,154,0,0,,4,4,4,1,0,0,0,0,as player,
474,Jack McCallister,1,1927,1927,66,87,0.431,0,-21,153,0,0,,6,6,6,1,0,0,0,0,,
475,Joe McCarthy HOF,24,1926,1950,2125,1333,0.615,29,792,3487,30,13,0.698,1,4,2,13,9,7,9,7,,
476,Tommy McCarthy HOF,1,1890,1890,15,12,0.556,0,3,27,0,0,,3,3,3,0,0,0,0,0,as player,plyr/mgr: 1890
477,Lloyd McClendon,8,2001,2020,501,613,0.45,0,-112,1114,0,0,,3,6,4.5,28,0,0,0,0,as player,
478,John McCloskey,5,1895,1908,190,417,0.313,8,-227,615,0,0,,7,12,8.7,3,0,0,0,0,,
479,Jim McCormick,3,1879,1882,74,96,0.435,1,-22,171,0,0,,3,6,4.5,0,0,0,0,0,as player,plyr/mgr: 1879-1882
480,Webster McDonald,4,1932,1936,123,108,0.532,8,15,239,4,3,0.571,2,8,4,,1,0,1,0,as player,
481,Mel McGaha,3,1962,1965,123,173,0.416,1,-50,297,0,0,,6,10,7.8,0,0,0,0,0,,
482,Mike McGeary,3,1875,1881,46,41,0.529,3,5,90,0,0,,2,7,4.7,0,0,0,0,0,as player,plyr/mgr: 1875-1881
483,John McGraw HOF,33,1899,1932,2763,1948,0.586,58,815,4769,26,28,0.481,1,8,2.6,121,9,3,10,1,as player,plyr/mgr: 1899-1906
484,Deacon McGuire,6,1898,1911,210,287,0.423,19,-77,516,0,0,,3,11,6.3,6,0,0,0,0,as player,plyr/mgr: 1898-1910
485,Bill McGunnigle,5,1888,1896,327,248,0.569,11,79,586,6,9,0.4,1,12,4.1,1,0,0,2,0,as player,
486,Stuffy McInnis,1,1927,1927,51,103,0.331,1,-52,155,0,0,,8,8,8,5,0,0,0,0,as player,plyr/mgr: 1927
487,Bill McKechnie HOF,25,1915,1946,1896,1723,0.524,28,173,3647,8,14,0.364,1,8,4,32,4,2,4,2,as player,plyr/mgr: 1915
488,Jack McKeon,16,1973,2011,1051,990,0.515,1,61,2042,11,6,0.647,2,7,3.3,16,1,1,1,1,,
489,Alex McKinnon,1,1885,1885,6,32,0.158,1,-26,39,0,0,,8,8,8,0,0,0,0,0,as player,plyr/mgr: 1885
490,Denny McKnight,1,1884,1884,4,8,0.333,0,-4,12,0,0,,10,10,10,0,0,0,0,0,,
491,John McLaren,3,2007,2011,70,89,0.44,0,-19,159,0,0,,2,4,2.9,8,0,0,0,0,,
492,George McManus,2,1876,1877,34,34,0.5,0,0,68,0,0,,2,4,3.8,0,0,0,0,0,,
493,Marty McManus,2,1932,1933,95,153,0.383,0,-58,248,0,0,,7,8,7.4,4,0,0,0,0,as player,plyr/mgr: 1932-1933
494,Roy McMillan,2,1972,1975,27,28,0.491,0,-1,55,0,0,,3,6,3.1,0,0,0,0,0,as player,
495,John McNamara,19,1969,1996,1160,1233,0.485,2,-73,2395,7,10,0.412,1,7,3.7,33,2,0,1,1,,
496,Bid McPhee HOF,2,1901,1902,79,124,0.389,4,-45,207,0,0,,4,8,6.7,0,0,0,0,0,as player,
497,Hal McRae,6,1991,2002,399,473,0.458,0,-74,872,0,0,,3,6,4.5,20,0,0,0,0,as player,
498,Cal McVey,3,1873,1879,91,64,0.587,2,27,157,0,0,,2,5,3.4,0,0,0,0,0,as player,plyr/mgr: 1873-1879
499,Sam Mele,7,1961,1967,524,436,0.546,3,88,963,3,4,0.429,1,7,3.2,5,1,0,1,1,as player,
500,Oscar Melillo,1,1938,1938,2,7,0.222,1,-5,10,0,0,,7,7,7,0,0,0,0,0,as player,
501,Bob Melvin,19,2003,2022,1435,1345,0.516,0,90,2780,16,23,0.41,1,5,2.7,54,8,0,0,0,as player,
502,José Méndez HOF,4,1920,1925,196,100,0.662,5,96,301,10,12,0.455,1,2,1.3,,3,1,3,0,as player,
503,Stump Merrill,2,1990,1991,120,155,0.436,0,-35,275,0,0,,5,7,5.8,6,0,0,0,0,,
504,Charlie Metro,2,1962,1970,62,102,0.378,0,-40,164,0,0,,4,9,7.4,5,0,0,0,0,as player,
505,Billy Meyer,5,1948,1952,317,452,0.412,5,-135,774,0,0,,4,8,6.6,19,0,0,0,0,as player,
506,Gene Michael,4,1981,1987,206,200,0.507,0,6,406,0,0,,1,6,4.8,12,0,0,0,0,as player,
507,Clyde Milan,1,1922,1922,69,85,0.448,0,-16,154,0,0,,6,6,6,0,0,0,0,0,as player,plyr/mgr: 1922
508,Dave Miley,3,2003,2005,125,164,0.433,0,-39,289,0,0,,4,6,4.7,5,0,0,0,0,,
509,George Miller,1,1894,1894,56,76,0.424,1,-20,133,0,0,,9,9,9,1,0,0,0,0,as player,
510,Joe Miller,1,1872,1872,0,11,0,0,-11,11,0,0,,11,11,11,0,0,0,0,0,as player,plyr/mgr: 1872
511,Louis Miller,1,1923,1923,7,5,0.583,0,2,12,0,0,,6,6,6,,0,0,0,0,as player,
512,Percy Miller,1,1937,1937,14,16,0.467,0,-2,30,0,0,,6,6,6,,0,0,0,0,as player,
513,Ray Miller,4,1985,1999,266,297,0.472,0,-31,563,0,0,,4,6,4.5,13,0,0,0,0,,
514,Brad Mills,3,2010,2012,171,274,0.384,0,-103,445,0,0,,4,6,5.3,7,0,0,0,1,as player,
515,Buster Mills,1,1953,1953,4,4,0.5,0,0,8,0,0,,6,6,6,0,0,0,0,0,as player,
516,Everett Mills,1,1872,1872,8,6,0.571,3,2,17,0,0,,2,2,2,0,0,0,0,0,as player,plyr/mgr: 1872
517,Alonzo Mitchell,5,1938,1942,61,89,0.407,2,-28,152,0,0,,3,5,4.2,,0,0,0,0,as player,
518,Fred Mitchell,7,1917,1923,494,543,0.476,7,-49,1044,2,4,0.333,1,8,5,17,1,0,1,0,as player,
519,George Mitchell,4,1938,1941,71,86,0.452,5,-15,162,1,4,0.2,3,6,4.2,,1,0,0,0,as player,
520,John Mizerock,1,2002,2002,5,8,0.385,0,-3,13,0,0,,4,4,4,0,0,0,0,0,as player,
521,Paul Molitor HOF,4,2015,2018,305,343,0.471,0,-38,648,0,1,0,2,5,2.8,8,1,0,0,0,as player,
522,Charlie Montoyo,4,2019,2022,236,236,0.5,0,0,472,0,2,0,3,4,3.9,8,1,0,0,0,as player,
523,Jackie Moore,3,1984,1986,163,190,0.462,0,-27,353,0,0,,3,5,4.3,10,0,0,0,0,as player,
524,Terry Moore,1,1954,1954,35,42,0.455,0,-7,77,0,0,,4,4,4,0,0,0,0,0,as player,
525,Pat Moran,9,1915,1923,748,586,0.561,9,162,1343,6,7,0.462,1,6,2.7,10,2,1,2,0,as player,
526,Joe Morgan,4,1988,1991,301,262,0.535,0,39,563,0,8,0,1,3,2.2,11,2,0,0,0,as player,
527,George Moriarty,2,1927,1928,150,157,0.489,3,-7,310,0,0,,4,6,5,0,0,0,0,0,as player,
528,John Morrill,8,1882,1889,348,334,0.51,14,14,696,0,0,,1,8,4.1,0,0,0,1,0,as player,plyr/mgr: 1882-1889
529,Charlie Morton,3,1884,1890,121,153,0.442,8,-32,282,0,0,,4,8,5.8,0,0,0,0,0,as player,plyr/mgr: 1884-1885
530,Felix Moses,1,1884,1884,12,30,0.286,4,-18,46,0,0,,10,10,10,0,0,0,0,0,,
531,Les Moss,2,1968,1979,39,50,0.438,0,-11,89,0,0,,5,8,6.2,0,0,0,0,0,as player,
532,Dink Mothell,1,1930,1930,16,28,0.364,0,-12,44,0,0,,2,2,2,,0,0,0,0,as player,
533,Tim Murnane,1,1884,1884,58,51,0.532,2,7,111,0,0,,5,5,5,0,0,0,0,0,as player,plyr/mgr: 1884
534,Pat Murphy,1,2015,2015,42,54,0.438,0,-12,96,0,0,,4,4,4,5,0,0,0,0,,
535,Billy Murray,3,1907,1909,240,214,0.529,4,26,458,0,0,,3,5,4,2,0,0,0,0,,
536,Danny Murtaugh,15,1957,1976,1115,950,0.54,3,165,2068,12,16,0.429,1,8,3.3,20,5,2,2,3,as player,
537,Tony Muser,6,1997,2002,317,431,0.424,0,-114,748,0,0,,3,5,4.1,12,0,0,0,0,as player,
538,Jim Mutrie,9,1883,1891,658,419,0.611,37,239,1114,12,10,0.545,1,6,2.8,0,0,2,3,0,,
539,George Myatt,2,1968,1969,20,35,0.364,0,-15,55,0,0,,5,7,5,0,0,0,0,0,as player,
540,Henry Myers,1,1882,1882,19,54,0.26,1,-35,74,0,0,,6,6,6,0,0,0,0,0,as player,plyr/mgr: 1882
541,Jerry Narron,5,2001,2007,291,341,0.46,1,-50,633,0,0,,3,6,4.2,10,0,0,0,0,as player,
542,Billy Nash,1,1896,1896,62,68,0.477,0,-6,130,0,0,,8,8,8,0,0,0,0,0,as player,plyr/mgr: 1896
543,Johnny Neun,3,1946,1948,125,143,0.466,0,-18,268,0,0,,3,7,5.6,2,0,0,0,0,as player,
544,Phil Nevin,1,2022,2022,46,60,0.434,0,-14,106,0,0,,3,3,3,4,0,0,0,0,as player,
545,Jeff Newman,1,1986,1986,2,8,0.2,0,-6,10,0,0,,3,3,3,1,0,0,0,0,as player,
546,Kid Nichols HOF,2,1904,1905,80,88,0.476,1,-8,169,0,0,,5,6,5.1,0,0,0,0,0,as player,plyr/mgr: 1904-1905
547,Hugh Nicol,1,1897,1897,8,32,0.2,0,-24,40,0,0,,12,12,12,0,0,0,0,0,as player,
548,Russ Nixon,5,1982,1990,231,347,0.4,1,-116,579,0,0,,6,6,6,4,0,0,0,0,as player,
549,Bill Norman,2,1958,1959,58,64,0.475,0,-6,122,0,0,,4,5,4.9,0,0,0,0,0,as player,
550,Jack O'Connor,1,1910,1910,47,107,0.305,4,-60,158,0,0,,8,8,8,1,0,0,0,0,as player,plyr/mgr: 1910
551,Hank O'Day HOF,2,1912,1914,153,154,0.498,4,-1,311,0,0,,4,4,4,0,0,0,0,0,as player,
552,Bob O'Farrell,2,1927,1934,122,121,0.502,1,1,244,0,0,,2,8,4.2,0,0,0,0,0,as player,plyr/mgr: 1927-1934
553,Dan O'Leary,1,1884,1884,20,15,0.571,0,5,35,0,0,,3,3,3,0,0,0,0,0,as player,plyr/mgr: 1884
554,Buck O'Neil HOF,1,1948,1948,62,32,0.66,2,30,96,3,4,0.429,1,1,1,,1,0,0,0,as player,
555,Steve O'Neill,14,1935,1954,1040,821,0.559,18,219,1879,4,3,0.571,1,5,3.3,9,1,1,1,1,as player,
556,Jim O'Rourke HOF,5,1881,1893,246,258,0.488,6,-12,510,0,0,,3,12,5.7,0,0,0,0,0,as player,plyr/mgr: 1881-1893
557,Rebel Oakes,2,1914,1915,147,145,0.503,7,2,299,0,0,,3,7,4.9,3,0,0,0,0,as player,plyr/mgr: 1914-1915
558,Johnny Oates,11,1991,2001,797,746,0.517,1,51,1544,1,9,0.1,1,6,2.7,18,3,0,0,0,as player,
559,Jack Onslow,2,1949,1950,71,113,0.386,1,-42,185,0,0,,6,6,6,6,0,0,0,0,as player,
560,Dave Orr,1,1887,1887,3,5,0.375,0,-2,8,0,0,,7,7,7,0,0,0,0,0,as player,plyr/mgr: 1887
561,Mel Ott HOF,7,1942,1948,464,530,0.467,10,-66,1004,0,0,,3,8,5.5,10,0,0,0,0,as player,plyr/mgr: 1942-1947
562,Paul Owens,3,1972,1984,161,158,0.505,0,3,319,4,5,0.444,1,6,3.8,2,1,0,1,1,,
563,Danny Ozark,8,1973,1984,618,542,0.533,1,76,1161,2,9,0.182,1,6,2.7,20,3,0,0,0,,
564,Charlie Pabor,2,1871,1875,13,64,0.169,0,-51,77,0,0,,8,12,10.2,0,0,0,0,0,as player,plyr/mgr: 1871-1875
565,Salty Parker,2,1967,1972,5,7,0.417,0,-2,12,0,0,,2,10,9.3,0,0,0,0,0,as player,
566,Tom Parker,1,1943,1943,1,5,0.167,0,-4,6,0,0,,3,3,3,,0,0,0,0,as player,
567,Bill Parks,1,1875,1875,1,7,0.125,0,-6,8,0,0,,10,10,10,0,0,0,0,0,as player,plyr/mgr: 1875
568,Roy Parnell,2,1940,1941,9,21,0.3,0,-12,30,0,0,,4,6,5.1,,0,0,0,0,as player,
569,Larry Parrish,2,1998,1999,82,104,0.441,0,-22,186,0,0,,3,5,3.3,1,0,0,0,0,as player,
570,Dickey Pearce,2,1872,1875,49,35,0.583,2,14,86,0,0,,3,4,3.8,0,0,0,0,0,as player,plyr/mgr: 1872-1875
571,Roger Peckinpaugh,8,1914,1941,500,491,0.505,4,9,995,0,0,,3,7,4.5,7,0,0,0,0,as player,plyr/mgr: 1914
572,Al Pedrique,1,2004,2004,22,61,0.265,0,-39,83,0,0,,5,5,5,1,0,0,0,0,as player,
573,Tony Peña,4,2002,2005,198,285,0.41,0,-87,483,0,0,,3,5,4.1,7,0,0,0,0,as player,
574,Tony Perez HOF,2,1993,2001,74,84,0.468,0,-10,158,0,0,,4,5,4.3,1,0,0,0,0,as player,
575,Cy Perkins,1,1937,1937,6,9,0.4,0,-3,15,0,0,,2,2,2,0,0,0,0,0,as player,
576,Sam Perlozzo,3,2005,2007,122,164,0.427,0,-42,286,0,0,,4,5,4.2,8,0,0,0,0,as player,
577,Johnny Pesky,3,1963,1980,147,179,0.451,0,-32,326,0,0,,4,8,7.4,3,0,0,0,0,as player,
578,Bruce Petway,4,1922,1925,182,139,0.567,2,43,323,0,0,,3,4,3.6,,0,0,0,0,as player,
579,Fred Pfeffer,1,1892,1892,42,56,0.429,2,-14,100,0,0,,9,11,9.5,0,0,0,0,0,as player,plyr/mgr: 1892
580,Lou Phelan,1,1895,1895,11,30,0.268,4,-19,45,0,0,,11,11,11,0,0,0,0,0,,
581,Bill Phillips,2,1914,1915,114,92,0.553,4,22,210,0,0,,1,5,2,0,0,0,1,0,as player,
582,Horace Phillips,8,1879,1889,338,415,0.449,12,-77,765,0,0,,2,10,5,0,0,0,0,0,,
583,Lefty Phillips,3,1969,1971,222,225,0.497,1,-3,448,0,0,,3,4,3.4,0,0,0,0,0,,
584,Lip Pike,3,1871,1877,20,51,0.282,0,-31,71,0,0,,6,7,6.7,0,0,0,0,0,as player,plyr/mgr: 1871-1877
585,Lou Piniella,23,1986,2010,1835,1713,0.517,0,122,3548,23,27,0.46,1,5,2.8,64,7,1,1,1,as player,
586,Bill Plummer,1,1992,1992,64,98,0.395,0,-34,162,0,0,,7,7,7,1,0,0,0,0,as player,
587,Eddie Popowski,2,1969,1973,6,4,0.6,0,2,10,0,0,,2,3,2.9,0,0,0,0,0,,
588,Bo Porter,2,2013,2014,110,190,0.367,0,-80,300,0,0,,5,5,5,4,0,0,0,0,as player,
589,Matthew Porter,1,1884,1884,3,13,0.188,0,-10,16,0,0,,8,8,8,0,0,0,0,0,as player,plyr/mgr: 1884
590,Cum Posey HOF,4,1929,1935,93,95,0.495,8,-2,196,0,0,,2,7,4.5,,0,0,0,0,,
591,Pat Powers,2,1890,1892,134,143,0.484,9,-9,286,0,0,,5,10,6.6,0,0,0,0,0,,
592,Al Pratt,2,1882,1883,51,59,0.464,1,-8,111,0,0,,4,7,4.9,0,0,0,0,0,as player,
593,Bryan Price,5,2014,2018,279,387,0.419,0,-108,666,0,0,,4,5,4.8,11,0,0,0,0,,
594,Jim Price,1,1884,1884,56,42,0.571,2,14,100,0,0,,4,4,4,0,0,0,0,0,,
595,Tom Prince,1,2019,2019,0,1,0,0,-1,1,0,0,,5,5,5,0,0,0,0,0,as player,
596,Doc Prothro,3,1939,1941,138,320,0.301,2,-182,460,0,0,,8,8,8,2,0,0,0,0,as player,
597,Luis Pujols,1,2002,2002,55,100,0.355,0,-45,155,0,0,,5,5,5,2,0,0,0,0,as player,
598,Blondie Purcell,1,1883,1883,13,68,0.16,1,-55,82,0,0,,8,8,8,0,0,0,0,0,as player,plyr/mgr: 1883
599,Mike Quade,2,2010,2011,95,104,0.477,0,-9,199,0,0,,5,5,5,7,0,0,0,0,,
600,Mel Queen,1,1997,1997,4,1,0.8,0,3,5,0,0,,5,5,5,0,0,0,0,0,as player,
601,Frank Quilici,4,1972,1975,280,287,0.494,1,-7,568,0,0,,3,4,3.3,8,0,0,0,0,as player,
602,Joe Quinn,2,1895,1899,23,132,0.148,1,-109,156,0,0,,11,12,11.7,0,0,0,0,0,as player,plyr/mgr: 1895-1899
603,Ted Radcliffe,5,1937,1943,165,148,0.527,5,17,318,4,3,0.571,2,7,3.5,,2,0,1,0,as player,
604,Doug Rader,7,1983,1991,388,417,0.482,1,-29,806,0,0,,3,7,4.8,14,0,0,0,0,as player,
605,Ramiro Ramírez,2,1932,1948,47,76,0.382,4,-29,127,0,0,,4,4,4,,0,0,0,0,as player,
606,Willie Randolph,4,2005,2008,302,253,0.544,0,49,555,6,4,0.6,1,3,2.1,4,1,0,0,0,as player,
607,Vern Rapp,3,1977,1984,140,160,0.467,0,-20,300,0,0,,3,5,3.9,6,0,0,0,0,,
608,Otto Ray,1,1924,1924,5,13,0.278,0,-8,18,0,0,,8,8,8,,0,0,0,0,as player,
609,Al Reach,1,1890,1890,4,7,0.364,0,-3,11,0,0,,3,3,3,0,0,0,0,0,as player,
610,Dick Redding,1,1927,1927,11,23,0.324,0,-12,34,0,0,,7,7,7,,0,0,0,0,as player,
611,Mike Redmond,3,2013,2015,155,207,0.428,0,-52,362,0,0,,4,5,4.4,7,0,0,0,0,as player,
612,Wilson Redus,1,1940,1940,20,31,0.392,0,-11,51,0,0,,5,5,5,,0,0,0,0,as player,
613,John Reese,3,1926,1931,156,63,0.712,4,93,223,4,3,0.571,1,3,1.5,,2,0,2,0,as player,
614,Phil Regan,1,1995,1995,71,73,0.493,0,-2,144,0,0,,3,3,3,2,0,0,0,0,as player,
615,Rick Renteria,5,2014,2020,309,398,0.437,0,-89,707,1,2,0.333,2,5,3.8,30,1,0,0,0,as player,
616,Del Rice,1,1972,1972,75,80,0.484,0,-5,155,0,0,,5,5,5,6,0,0,0,0,as player,
617,Paul Richards,12,1951,1976,923,901,0.506,13,22,1837,0,0,,2,7,4.5,82,0,0,0,2,as player,
618,Danny Richardson,1,1892,1892,12,31,0.279,0,-19,43,0,0,,12,12,12,0,0,0,0,0,as player,plyr/mgr: 1892
619,Branch Rickey HOF,10,1913,1925,597,664,0.473,16,-67,1277,0,0,,3,8,5,3,0,0,0,0,as player,plyr/mgr: 1914
620,Greg Riddoch,3,1990,1992,200,194,0.508,0,6,394,0,0,,3,5,3.4,6,0,0,0,0,,
621,Bill Riggins,1,1926,1926,44,34,0.564,1,10,79,0,0,,4,4,4,,0,0,0,0,as player,
622,Jim Riggleman,13,1992,2018,726,904,0.445,0,-178,1630,0,3,0,2,7,4.5,28,1,0,0,0,,
623,Bill Rigney,18,1956,1976,1239,1321,0.484,1,-82,2561,0,3,0,1,9,5.2,64,1,0,0,0,as player,
624,Cal Ripken,3,1985,1988,68,101,0.402,0,-33,169,0,0,,4,7,6,8,0,0,0,0,,
625,Dave Roberts,8,2015,2022,653,381,0.632,0,272,1034,45,36,0.556,1,4,1.2,10,7,1,3,3,as player,
626,Frank Robinson HOF,16,1975,2006,1065,1176,0.475,0,-111,2241,0,0,,2,7,4.4,29,0,0,0,0,as player,plyr/mgr: 1975-1976
627,Wilbert Robinson HOF,19,1902,1931,1399,1398,0.5,21,1,2818,3,9,0.25,1,8,4.8,3,2,0,2,0,as player,plyr/mgr: 1902
628,Stan Robison,1,1905,1905,19,31,0.38,0,-12,50,0,0,,6,6,6,0,0,0,0,0,,
629,Buck Rodgers,13,1980,1994,784,774,0.503,1,10,1559,2,3,0.4,1,7,3.6,25,1,0,0,0,as player,
630,Edwin Rodriguez,2,2010,2011,78,85,0.479,0,-7,163,0,0,,3,5,3.9,4,0,0,0,0,as player,
631,Ron Roenicke,6,2011,2020,366,367,0.499,0,-1,733,5,6,0.455,1,5,3,10,1,0,0,0,as player,
632,Bullet Rogan HOF,5,1926,1930,257,111,0.698,1,146,369,4,5,0.444,1,3,1.8,,2,0,1,0,as player,
633,Jim Rogers,1,1897,1897,17,24,0.415,3,-7,44,0,0,,11,11,11,1,0,0,0,0,as player,plyr/mgr: 1897
634,Cookie Rojas,2,1988,1996,76,79,0.49,0,-3,155,0,0,,3,4,4,4,0,0,0,0,as player,
635,Luis Rojas,2,2020,2021,103,119,0.464,0,-16,222,0,0,,3,4,3.3,5,0,0,0,0,,
636,Red Rolfe,4,1949,1952,278,256,0.521,5,22,539,0,0,,2,8,4.2,3,0,0,0,0,as player,
637,Pete Rose,6,1984,1989,412,373,0.525,1,39,786,0,0,,2,5,2.6,9,0,0,0,0,as player,plyr/mgr: 1984-1986
638,James Roseman,1,1890,1890,7,8,0.467,0,-1,15,0,0,,3,3,3,0,0,0,0,0,as player,plyr/mgr: 1890
639,David Ross,3,2020,2022,179,205,0.466,0,-26,384,0,2,0,1,4,3.1,10,1,0,0,0,as player,
640,Larry Rothschild,4,1998,2001,205,294,0.411,0,-89,499,0,0,,5,5,5,15,0,0,0,0,as player,
641,Dave Rowe,2,1886,1888,44,127,0.257,5,-83,176,0,0,,7,8,7.3,0,0,0,0,0,as player,plyr/mgr: 1886-1888
642,Jack Rowe,1,1890,1890,27,72,0.273,1,-45,100,0,0,,8,8,8,0,0,0,0,0,as player,plyr/mgr: 1890
643,Pants Rowland,4,1915,1918,339,247,0.578,4,92,590,4,2,0.667,1,6,2.8,6,1,1,1,0,,
644,Jerry Royster,1,2002,2002,53,94,0.361,0,-41,147,0,0,,6,6,6,1,0,0,0,0,as player,
645,Muddy Ruel,1,1947,1947,59,95,0.383,0,-36,154,0,0,,8,8,8,0,0,0,0,0,as player,
